,영업 시간,가게명,가게 주소,업종,이미지url,카카오 url,별점,예측별점평균
171,매일 10:00 ~ 01:00,대게수산,광주 서구 상무자유로 137-10 (우)61949,"게,대게",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD7467C0F08FB41509595D2BCE2353117',https://place.map.kakao.com/9696113,3.0,2.6666666666666665
92,매일 09:00 ~ 24:00,카페304,광주 광산구 장신로 280-14 (우)62287,커피전문점,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1EE8F5408E0549019D1C302DD12ACA45',https://place.map.kakao.com/421094811,1.6111111111111112,2.6666666666666665
271,매일 11:00 ~ 22:00,퍼스트네팔 3호점,광주 동구 서석로7번길 6-44 2층 (우)61484,아시아음식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F19582F394F61739711',https://place.map.kakao.com/10271895,4.787878787878788,2.6666666666666665
66,매일 00:00 ~ 24:00,첨단공원국밥 본점,광주 광산구 첨단중앙로182번길 24-3 (우)62274,국밥,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FADFD7BDCD87F41D1ACD84827A8486B73',https://place.map.kakao.com/8590645,3.3636363636363638,2.6666666666666665
7,매일 11:00 ~ 22:00,서울곱창,광주 광산구 송정로15번길 71 (우)62436,"곱창,막창",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA0FDFEE1099F4E2B8A6D0EA1B86966A1',https://place.map.kakao.com/7943585,3.75,2.65625
31,매일 11:00 ~ 22:00,미드픽,광주 서구 운천로172번길 4 2층 (우)61989,카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3D5D3E13253145AF900756D1DAF41011',https://place.map.kakao.com/866265837,4.115384615384615,2.6538461538461537
71,매일 11:00 ~ 22:00,월계수식당,광주 동구 충장로 102-11 2층 (우)61483,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDEA28037EA914821959C3DF80890E10E',https://place.map.kakao.com/8483180,2.25,2.642857142857143
125,"화,수,목,일 12:00 ~ 24:00",라운지OIC,"광주 광산구 임방울대로826번길 42 포플레이첨단 203,303호 (우)62277",양식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0A363EDC680843CC836A4897F9A2F8DC',https://place.map.kakao.com/954559229,3.857142857142857,2.642857142857143
84,수 11:30 ~ 21:30,박순자녹두집,광주 동구 구성로204번길 26 (우)61473,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F08A090AE4F694115996FA93A415C969F',https://place.map.kakao.com/7895185,4.454545454545454,2.6363636363636362
53,매일 13:00 ~ 01:00,백두산,광주 서구 내방로209번길 10 1층 (우)61942,양꼬치,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6BED9340A7504592B26F9F41FE51EEAB',https://place.map.kakao.com/20493574,4.363636363636363,2.6363636363636362
38,매일 00:00 ~ 24:00,영명국밥,광주 광산구 송정로8번길 5 (우)62437,국밥,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3E33DF1103D54542B0D6175F51E0375E',https://place.map.kakao.com/16921162,3.6530612244897958,2.622448979591837
188,화~일 11:00 ~ 20:00,아르티오,"광주 남구 원산2길 3 1, 2층 (우)61752",카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F86F70359DE5042C9836B457CF3EF30EE',https://place.map.kakao.com/1111844338,4.571428571428571,2.619047619047619
32,매일 07:00 ~ 23:30,1969양동통닭,광주 서구 천변좌로 260-1 (우)61924,치킨,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F14550C424F69774632',https://place.map.kakao.com/7997718,2.738095238095238,2.619047619047619
102,매일 11:30 ~ 22:00,남해가든,광주 남구 봉선로133번길 23 (우)61683,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F227B844354DD682B2E',https://place.map.kakao.com/21317832,3.1666666666666665,2.611111111111111
67,매일 11:30 ~ 23:00,상무초밥 봉선점,광주 남구 제석로 110 1층 (우)61702,"초밥,롤",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBF975E83BA0D4D578B0E075EF41A0E09',https://place.map.kakao.com/1971911177,3.9210526315789473,2.6052631578947367
258,매일 09:00 ~ 21:30,궁전제과 운암점,광주 북구 서강로54번길 40 롯데캐슬 4동 상가 101호 (우)61258,"제과,베이커리",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C89F3652ED14E3C9D5575066AF63F7D',https://place.map.kakao.com/10226269,4.4,2.6
234,매일 07:00 ~ 22:00,베비에르과자점 풍암점,광주 서구 풍암중앙로 37 (우)62058,"제과,베이커리",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1550DC274BCFF42354',https://place.map.kakao.com/25044039,3.75,2.6
183,매일 10:00 ~ 24:00,월산공원,광주 남구 수박등로 53 1~3층 (우)61621,닭요리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2D45FDD78C1247C49E6216EC75EAFA03',https://place.map.kakao.com/9363867,3.0,2.6
94,매일 11:30 ~ 23:00,대게나라 수완점,광주 광산구 왕버들로 175 (우)62245,"게,대게",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB239DEFA06D041C2A514C5DB0472256E',https://place.map.kakao.com/26099962,2.2666666666666666,2.6
256,매일 17:00 ~ 05:00,1943 상무점,광주 서구 시청로60번길 16 (우)61948,"호프,요리주점",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F438A99FA306343ECAD6DE1F69041E09B',https://place.map.kakao.com/742551762,3.8,2.6
239,매일 11:30 ~ 21:00,아웃백스테이크하우스 광주상무점,광주 서구 상무연하로 41 (우)61949,아웃백스테이크하우스,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F230D8D9C58544F60B1F73A9247B03009',https://place.map.kakao.com/8474977,3.3636363636363638,2.590909090909091
158,매일 17:00 ~ 02:00,패대기 본점,광주 광산구 임방울대로800번길 37 1층 (우)62277,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F39D29A48991049F58ABDCFF4066DD7D9',https://place.map.kakao.com/443422065,4.805555555555555,2.5833333333333335
244,매일 11:30 ~ 22:00,오스테리아12,"광주 서구 상무대로673번길 19 1, 2층 (우)61955",양식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB4CD79EBC9DF47EC8FDEADC0F3028CE0',https://place.map.kakao.com/297322311,2.6666666666666665,2.5833333333333335
228,매일 11:30 ~ 21:00,캐쥬얼식당 수완점,광주 광산구 수완로48번길 41-2 1층 (우)62305,양식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F65DA16735A6F4CE2BB32946E7BBC02DD',https://place.map.kakao.com/964099183,4.333333333333333,2.5833333333333335
14,매일 17:00 ~ 21:30,초돈,광주 광산구 수완로74번길 30-6 (우)62248,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF60992699D43490598787DAF6301C07B',https://place.map.kakao.com/2114253032,3.953125,2.578125
23,월~토 11:30 ~ 21:30,한우촌 상무본점,광주 서구 쌍촌로36번길 11-2 1층 (우)61993,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2363273544774FFF85E7A4C2A0DCACB8',https://place.map.kakao.com/24924592,4.142857142857143,2.5714285714285716
61,매일 11:00 ~ 21:00,커볶,광주 동구 지호로 161-7 (우)61447,커피전문점,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F07555FFD7D8D4E43A92CD6B453EDAD57',https://place.map.kakao.com/26078597,3.642857142857143,2.5714285714285716
173,매일 16:00 ~ 24:00,깐깐한족발 광주첨단본점,광주 광산구 첨단중앙로116번길 46 (우)62276,"족발,보쌈",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0CA6B1E49D2C4D53B562201A2D47FD3D',https://place.map.kakao.com/20808911,4.976190476190476,2.5714285714285716
132,매일 11:00 ~ 21:30,옥천면옥 본점,광주 북구 무등로 144 (우)61249,냉면,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F02062A0379DC5F1D3A',https://place.map.kakao.com/8025577,2.7142857142857144,2.5714285714285716
107,매일 11:00 ~ 21:30,뜨락,광주 남구 화산로 105 (우)61711,쌈밥,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F75F33E99EFA5475C94099F917711400B',https://place.map.kakao.com/11010243,3.1875,2.5625
111,월~토 11:00 ~ 20:30,산수쌈밥,광주 동구 동계로 11 1층 (우)61430,쌈밥,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F07D7A2E618E74DBD9B7374EB9A97BEB0',https://place.map.kakao.com/2027994313,4.7368421052631575,2.56140350877193
279,매일 08:45 ~ 22:00,궁전제과 두암점,광주 북구 동문대로 92 (우)61198,"제과,베이커리",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F222CCF4B51F5C1A81F',https://place.map.kakao.com/9671329,3.111111111111111,2.5555555555555554
187,매일 10:30 ~ 20:30,1960백선청원모밀,광주 동구 중앙로 174-1 (우)61483,국수,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD7F5B1847599477AA2F133DD62AA192F',https://place.map.kakao.com/7928951,3.3333333333333335,2.5555555555555554
55,매일 11:30 ~ 20:30,돈페 하남점,광주 광산구 용아로399번길 51 다승빌딩 2층 202호 (우)62336,"돈까스,우동",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F262E774D558B86E933',https://place.map.kakao.com/26851985,4.333333333333333,2.5555555555555554
46,매일 11:30 ~ 22:00,꽃담,광주 광산구 첨단과기로 109 (우)62253,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0B8BE8F0410744888B44B7F414C98088',https://place.map.kakao.com/8149074,3.0,2.5555555555555554
164,매일 11:00 ~ 21:30,초유지,광주 북구 하서로523번길 11 1층 (우)61015,갈비,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDE0D7CC01156438081547F94C184C49F',https://place.map.kakao.com/8106325,3.45,2.55
77,매일 11:00 ~ 19:30,김강심칼국수 본점,광주 서구 회재로 841 (우)62070,칼국수,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F11031E4E515BEE8B26',https://place.map.kakao.com/17073361,2.967741935483871,2.5483870967741935
73,매일 09:00 ~ 23:00,밀탑 상무점,광주 서구 상무자유로 27 홍타워 1층 (우)61953,카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FABDCF8F1A0AC47D9AA76D80BC8D22511',https://place.map.kakao.com/366915375,3.1818181818181817,2.5454545454545454
236,매일 11:30 ~ 21:30,한식경,광주 동구 동명로25번길 6-1 1층 (우)61430,퓨전요리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF4CB589FCAF341D1B0417538695CDD5E',https://place.map.kakao.com/1026203456,3.272727272727273,2.5454545454545454
214,월~토 09:00 ~ 19:00,남가정,광주 동구 지호로 137-7 (우)61447,갈비,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC457DD4794E442B884753E9A2CD0D9F4',https://place.map.kakao.com/17688549,3.090909090909091,2.5454545454545454
200,매일 00:00 ~ 24:00,뼈통묵은지감자탕 본점,광주 남구 서문대로 723 (우)61725,감자탕,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F060D1AE14AA24A45AF0BFA08FB8CE36B',https://place.map.kakao.com/10441344,3.1538461538461537,2.5384615384615383
42,매일 00:00 ~ 24:00,왕뼈사랑,광주 서구 무진대로 937 1층 (우)61915,해장국,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB119FA0E3E9D4BAFB41D73ACAE60FF64',https://place.map.kakao.com/11919589,3.1538461538461537,2.5384615384615383
159,"월,화,수,목,토,일 10:00 ~ 23:30",코벤트마켓,광주 서구 마륵로 67 2층 (우)61955,카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C1A51A0CFE24687B111BCB1CA2BFF69',https://place.map.kakao.com/465528315,2.3846153846153846,2.5384615384615383
25,매일 11:30 ~ 22:00,솔빛마루 상무점,광주 서구 상무자유로 24-2 (우)61955,한정식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FCDE0C4A9214440719FDE557B36120C03',https://place.map.kakao.com/740620389,3.3461538461538463,2.5384615384615383
113,월~토 11:30 ~ 22:00,함평천지한우가화원,"광주 서구 상무번영로 66 1,2층 (우)61946","육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC24455273D814F1A8D4EF71BDAF8296D',https://place.map.kakao.com/1094416949,4.461538461538462,2.5384615384615383
118,매일 11:00 ~ 22:00,칸세이스시,"광주 남구 제중로46번길 8-2 1,2층 (우)61640","초밥,롤",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE05AED7ACF2642289E24917F8204D05F',https://place.map.kakao.com/665773538,3.7857142857142856,2.5357142857142856
2,매일 11:30 ~ 22:00,영미오리탕,광주 북구 경양로 126 1층 (우)61245,오리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F01062A037916C60CBC',https://place.map.kakao.com/8441874,3.3617021276595747,2.5319148936170213
1,월~토 11:00 ~ 21:00,명화식육식당,광주 광산구 평동로 421 (우)62459,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEC052A5D0E4D4A419BD094B7CA66C1F1',https://place.map.kakao.com/10332271,3.2,2.5272727272727273
150,매일 00:00 ~ 24:00,별미콩나물국밥집,광주 서구 상무연하로 61 1층 (우)61949,국밥,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1814DA434F697A2805',https://place.map.kakao.com/12421781,3.8260869565217392,2.5217391304347827
90,매일 09:30 ~ 21:00,하남꽃게장백반,광주 광산구 산정공원로59번길 10 (우)62334,"게,대게",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDA727C337E554D5DAD0ED4E60E9F5DF4',https://place.map.kakao.com/21313776,4.3478260869565215,2.5217391304347827
225,매일 11:30 ~ 23:00,테스타,"광주 남구 백서로 58-1 1,2층 (우)61662",이탈리안,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD4A1602284FA4B848BD7443A37F19298',https://place.map.kakao.com/86498710,2.8181818181818183,2.5
263,매일 10:30 ~ 19:30,1960백선청원모밀 상무직영점,광주 서구 상무화원로 1 (우)61960,국수,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3D8347A1E45D4AE499C6D02838EAFDD4',https://place.map.kakao.com/26607009,2.8333333333333335,2.5
281,매일 17:00 ~ 23:00,돼지세끼,광주 서구 군분로159번길 15-25 1층 (우)62047,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7016583CB19246919CCA624C6A43C3B4',https://place.map.kakao.com/1665111495,3.75,2.5
248,매일 10:00 ~ 22:00,제주도세기마을,광주 북구 저불로69번길 29 1층 (우)61109,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1B38AF502B284D9BADB1D97CB66C3902',https://place.map.kakao.com/19432807,5.0,2.5
282,매일 11:00 ~ 21:30,장수마을풍천장어,광주 서구 풍서우로 124 1층 (우)62011,장어,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFD8D8A4513CF4537B71CE8E8B61D4AF9',https://place.map.kakao.com/14823951,4.166666666666667,2.5
153,매일 10:00 ~ 22:00,청담,광주 광산구 장신로147번길 6-5 (우)62247,일식집,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1874844E4D47703D17',https://place.map.kakao.com/12820139,2.75,2.5
237,매일 10:00 ~ 04:00,완도청정바다,광주 북구 태봉로 67 (우)61251,회,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F227E9FD55F5446FCAAF37D6D8797BA45',https://place.map.kakao.com/13620488,3.8125,2.5
88,매일 11:00 ~ 01:00,꾸쇼,광주 광산구 수완로74번길 30-5 1층 (우)62248,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FEC30769CBDDF4C46BFE3AFCD85C8E14E',https://place.map.kakao.com/614594730,4.388888888888889,2.5
108,매일 11:00 ~ 01:00,수궁갈비,광주 광산구 수완로52번길 13 (우)62305,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD72998B92B3348BAA2BC4577A4ADDE6F',https://place.map.kakao.com/974080059,4.827586206896552,2.5
178,매일 10:00 ~ 22:00,한옥,광주 서구 운천로 223 1층 (우)61948,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F10C9D7C930674A60BAB23474D01ED8BD',https://place.map.kakao.com/398383546,3.125,2.5
306,월~토 18:00 ~ 24:00,착한가리비 운암점,광주 북구 대자로 69 1층 (우)61261,조개,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F89FF72E8796E470DB41A2C14D1EEE851',https://place.map.kakao.com/910239333,5.0,2.5
218,수~일 11:30 ~ 19:30,오늘부터애간장,광주 북구 일곡마을로 121 1층 (우)61035,"게,대게",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F06E27C816F8D4BE18A30107362459C91',https://place.map.kakao.com/1350097386,3.1,2.5
230,매일 11:30 ~ 21:30,돈부리바쇼 유메노덴,광주 동구 동명로20번길 16 (우)61434,일식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F885361F913B0442E9C8B84CB3F0D059E',https://place.map.kakao.com/662062950,3.9310344827586206,2.4827586206896552
41,"월,수,목,금,토,일 11:30 ~ 20:30",본디소,광주 남구 양촌길 29-2 1층 (우)61640,이탈리안,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3DB89B4B74D04968A49CD71812E82043',https://place.map.kakao.com/603646001,4.657894736842105,2.473684210526316
272,매일 10:00 ~ 22:00,예향정 전대점,광주 북구 호동로 5 1층 (우)61189,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FF01B99FC42414AD99105D807E3DDAEA7',https://place.map.kakao.com/1324485849,4.266666666666667,2.466666666666667
96,매일 11:30 ~ 22:00,민속촌 도청점,광주 동구 문화전당로 37-2 1층 (우)61487,갈비,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F126813414F5AF9E71F',https://place.map.kakao.com/16692691,3.923076923076923,2.4615384615384617
28,매일 11:00 ~ 23:00,스트럭트,광주 동구 동명로14번길 14 (우)61434,카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAD1F4B3F709F4E45AD6B42EC200F5DE9',https://place.map.kakao.com/406153588,3.6,2.4571428571428573
21,월~토 11:00 ~ 22:00,밤실마을,광주 북구 밤실로 163-9 (우)61163,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F17CA802249EA4CCE8F7110A13D769894',https://place.map.kakao.com/20204597,4.470588235294118,2.450980392156863
220,설당일                                                                                     ,바른한우,광주 서구 상무공원로 1 1층 (우)61960,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FE68ABEBC85D048E4AAB880915D96C548',https://place.map.kakao.com/217712975,4.9,2.45
24,매일 00:00 ~ 24:00,진식당 본점,광주 북구 중흥로 105 1층 (우)61251,"해물,생선",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9E2AC742339C4CBEB840F8F7F35D5144',https://place.map.kakao.com/27270629,3.1,2.45
12,월~토 11:00 ~ 21:00,나주식당,광주 동구 동계천로53번길 2 (우)61428,국밥,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F071F8BE02B0F49AC9D4976EE34C021CC',https://place.map.kakao.com/16634139,4.294117647058823,2.447058823529412
289,월~토 08:00 ~ 21:00,용쓰91김밥,광주 서구 죽봉대로 99 1층 (우)61915,분식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F23E6989C89B04BADAA69A97AFCB91CF1',https://place.map.kakao.com/1828063440,3.7777777777777777,2.4444444444444446
175,매일 06:00 ~ 23:30,수일통닭 본점,광주 서구 천변좌로262번길 1-1 (우)61925,치킨,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2075D0434F6977BE1A',https://place.map.kakao.com/10549162,3.2222222222222223,2.4444444444444446
56,매일 11:30 ~ 22:00,소코아 상무점,광주 서구 상무중앙로 86 1층 (우)61949,일식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB7585E01927643668730087E7518FB72',https://place.map.kakao.com/251024408,4.043478260869565,2.4347826086956523
106,매일 11:00 ~ 22:00,김연수해물나라,광주 북구 모룡대길 47 (우)61029,"해물,생선",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3CE77F2CEC824D83A9C2095850CEFBF0',https://place.map.kakao.com/1361806041,3.0714285714285716,2.4285714285714284
44,매일 09:00 ~ 21:00,원조나주곰탕하얀집 운암점,광주 북구 북문대로 160 (우)61102,곰탕,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF8BB42A3E9B04654BD9CC8AB54DCA7B0',https://place.map.kakao.com/15112497,3.107142857142857,2.4285714285714284
227,매일 14:00 ~ 05:00,꽃돼지연탄구이,광주 서구 운천로204번길 7-1 1층 (우)61965,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F426CFDF4F9CA499A9783DB23FA0E94AB',https://place.map.kakao.com/27488484,4.428571428571429,2.4285714285714284
152,매일 16:00 ~ 01:00,착한해물,광주 북구 설죽로 239-12 1층 (우)61106,"매운탕,해물탕",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8D6E8EB4994A4E2680DCCED8D205542B',https://place.map.kakao.com/27222156,2.2857142857142856,2.4285714285714284
59,화~일 11:00 ~ 20:00,광주제일햄버고,광주 동구 구성로194번길 23 (우)61473,햄버거,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD7B7FE6809AC4ADAB2E50C3F76CB2E92',https://place.map.kakao.com/1100449202,2.357142857142857,2.4285714285714284
198,월~금 10:30 ~ 20:30,예향식당,광주 동구 중앙로 150-4 (우)61484,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F974DF47C580C4F9ABC4D981BA7500EF4',https://place.map.kakao.com/11834461,3.8947368421052633,2.4210526315789473
62,월~토 11:00 ~ 19:00,호야분식,광주 광산구 수등로 280 (우)62299,분식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA0664A575D804165BA5C4BAB1A2BCB94',https://place.map.kakao.com/21363463,4.666666666666667,2.4166666666666665
181,매일 11:30 ~ 22:00,금수저은수저,광주 광산구 신창로166번길 24 (우)62251,퓨전요리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F160BAB344EA8CD8C29',https://place.map.kakao.com/12341289,3.5833333333333335,2.4166666666666665
